"Site Name1","Impression Source","Site Active","SiteAlias Name","Alias Active","Platform","Display Revenue Model","Minimum Display CPM Currency","Minimum Display CPM","Display Rev Share","LevelOne","APNX Publisher ID 2437","ID1","ID2","Associated BU: Account Name","Partnership Type","Account ID","Account Name","Account Status","Site ID","Site Property Name","SiteAlias ID","Alias Name","Passback","Source"
"SI-0386","DFP","1","SA-1407","1","AppNexus","Model 1","USD","","70","1","466652","971544","","Redux Media Inc.","Remnant Exclusive","00160000014PoRE","123 greetings","Inactive","a1F60000004CzsZ","123greetings","a1G6000000DP3jQ","Passback - 123greetings.com","1","Web"
"SI-0386","DFP","1","SA-1406","1","AppNexus","Model 1","USD","","70","1","466652","951467","","Redux Media Inc.","Remnant Exclusive","00160000014PoRE","123 greetings","Inactive","a1F60000004CzsZ","123greetings","a1G6000000DP3jP","123greetings.com - Canada Exclusive","0","Web"
"SI-0386","DFP","1","SA-1405","1","AppNexus","Model 1","USD","","70","1","466652","1148870","","Redux Media Inc.","Remnant Exclusive","00160000014PoRE","123 greetings","Inactive","a1F60000004CzsZ","123greetings","a1G6000000DP3jO","123greetings.com - Canada ATF","0","Web"
"SI-0386","DFP","1","SA-0789","1","DFP","Model 1","USD","","70","1","466652","90147405","-","Redux Media Inc.","Remnant Exclusive","00160000014PoRE","123 greetings","Inactive","a1F60000004CzsZ","123greetings","a1G6000000DP3Yt","tc.en.rh.redux.atf.123greetings","0","Web"
"SI-0386","DFP","1","SA-0788","1","DFP","Model 1","USD","","70","1","466652","90148245","-","Redux Media Inc.","Remnant Exclusive","00160000014PoRE","123 greetings","Inactive","a1F60000004CzsZ","123greetings","a1G6000000DP3Ys","tc.en.rh.redux.123greetings.mobs","0","Mobile"
"SI-0386","DFP","1","SA-0787","1","DFP","Model 1","USD","","70","1","466652","84518685","-","Redux Media Inc.","Remnant Exclusive","00160000014PoRE","123 greetings","Inactive","a1F60000004CzsZ","123greetings","a1G6000000DP3Yr","tc.en.rh.redux.123greetings","0","Web"
"SI-0697","AppNexus","1","SA-1895","1","AppNexus","Model 1","USD","0.50","70","1","323160","621132","","Redux Media Inc.","Rep House Exclusive","0016000000lD5DG","247Sports.com","Inactive","a1F60000004D828","247 Sports","a1G6000000DP6Qt","247Sports","0","Web"
"SI-0698","AppNexus","1","SA-1896","1","AppNexus","Model 1","CAD","","75","1","392382","757332","","Redux Media Inc.","Rep House Exclusive","0016000000gmLwz","33 universal","Active","a1F60000004D82D","designntrend.com","a1G6000000DP6Qu","designntrend.com - Canada Exclusive","0","Web"
"SI-0703","AppNexus","1","SA-1901","1","AppNexus","Model 1","CAD","","75","1","392382","757575","","Redux Media Inc.","Rep House Exclusive","0016000000gmLwz","33 universal","Active","a1F60000004D82c","LatinosPost.com","a1G6000000DP6Qz","LatinosPost.com - Canada Exclusive","0","Web"
"SI-0707","AppNexus","1","SA-2257","1","AppNexus","Model 1","CAD","","75","1","392382","1926188","-","Redux Media Inc.","Rep House Exclusive","0016000000gmLwz","33 universal","Active","a1F60000004D82w","Sportsworldreport.com","a1G6000000DoQS0","Sportsworldnews.com - Canada Exclusive","0","Web"
"SI-0707","AppNexus","1","SA-1905","1","AppNexus","Model 1","CAD","","75","1","392382","757584","","Redux Media Inc.","Rep House Exclusive","0016000000gmLwz","33 universal","Active","a1F60000004D82w","Sportsworldreport.com","a1G6000000DP6R3","Sportsworldreport.com - Canada Exclusive","0","Web"
"SI-0705","AppNexus","1","SA-1903","1","AppNexus","Model 1","CAD","","75","1","392382","757581","","Redux Media Inc.","Rep House Exclusive","0016000000gmLwz","33 universal","Active","a1F60000004D82m","Mstarsnews.com","a1G6000000DP6R1","Mstarsnews.com - Canada Exclusive","0","Web"
"SI-0699","AppNexus","1","SA-1897","1","AppNexus","Model 1","CAD","","75","1","392382","757336","","Redux Media Inc.","Rep House Exclusive","0016000000gmLwz","33 universal","Active","a1F60000004D82I","Enstarz.com","a1G6000000DP6Qv","Enstarz.com - Canada Exclusive","0","Web"
"SI-0700","AppNexus","1","SA-1898","1","AppNexus","Model 1","CAD","","75","1","392382","757348","","Redux Media Inc.","Rep House Exclusive","0016000000gmLwz","33 universal","Active","a1F60000004D82N","Fashionnstyle.com","a1G6000000DP6Qw","Fashionnstyle.com - Canada Exclusive","0","Web"
"SI-0706","AppNexus","1","SA-1904","1","AppNexus","Model 1","CAD","","75","1","392382","757582","","Redux Media Inc.","Rep House Exclusive","0016000000gmLwz","33 universal","Active","a1F60000004D82r","Scienceworldreport.com","a1G6000000DP6R2","Scienceworldreport.com - Canada Exclusive","0","Web"
"SI-0702","AppNexus","1","SA-1900","1","AppNexus","Model 1","CAD","","75","1","392382","757526","","Redux Media Inc.","Rep House Exclusive","0016000000gmLwz","33 universal","Active","a1F60000004D82X","Kpopstarz.com","a1G6000000DP6Qy","Kpopstarz.com - Canada Exclusive","0","Web"
"SI-0701","AppNexus","1","SA-1899","1","AppNexus","Model 1","CAD","","75","1","392382","757370","","Redux Media Inc.","Rep House Exclusive","0016000000gmLwz","33 universal","Active","a1F60000004D82S","Hngn.com","a1G6000000DP6Qx","Hngn.com - Canada Exclusive","0","Web"
"SI-0704","AppNexus","1","SA-1902","1","AppNexus","Model 1","CAD","","75","1","392382","757578","","Redux Media Inc.","Rep House Exclusive","0016000000gmLwz","33 universal","Active","a1F60000004D82h","LatinPost.com","a1G6000000DP6R0","LatinPost.com - Canada Exclusive","0","Web"
"SI-0868","AppNexus","1","SA-2258","1","AppNexus","Model 1","CAD","","75","1","392382","1927510","-","Redux Media Inc.","Rep House Exclusive","0016000000gmLwz","33 universal","Active","a1F60000004D9qG","techtimes.com","a1G6000000DoQS1","Techtimes.com - Canada Exclusive","0","Web"
"SI-0943","AppNexus","1","SA-2240","1","AppNexus","Model 1","CAD","","75","1","392382","1918178","-","Redux Media Inc.","Rep House Exclusive","0016000000gmLwz","33 universal","Active","a1F600000042Jc5","Auto world news","a1G6000000DoQRj","Autoworldnews.com - Canada Exclusive","0","Web"
"SI-0944","AppNexus","1","SA-2241","1","AppNexus","Model 1","CAD","","75","1","392382","1918190","-","Redux Media Inc.","Rep House Exclusive","0016000000gmLwz","33 universal","Active","a1F600000042Jc6","Booms beat","a1G6000000DoQRk","Boomsbeat.com - Canada Exclusive","0","Web"
"SI-0945","AppNexus","1","SA-2242","1","AppNexus","Model 1","CAD","","75","1","392382","1918191","-","Redux Media Inc.","Rep House Exclusive","0016000000gmLwz","33 universal","Active","a1F600000042Jc7","Classicalite","a1G6000000DoQRl","Classicalite.com - Canada Exclusive","0","Web"
"SI-0946","AppNexus","1","SA-2243","1","AppNexus","Model 1","CAD","","75","1","392382","1918223","-","Redux Media Inc.","Rep House Exclusive","0016000000gmLwz","33 universal","Active","a1F600000042Jc8","Counselheal","a1G6000000DoQRm","Counselheal.com - Canada Exclusive","0","Web"
"SI-0947","AppNexus","1","SA-2244","1","AppNexus","Model 1","CAD","","75","1","392382","1918235","-","Redux Media Inc.","Rep House Exclusive","0016000000gmLwz","33 universal","Active","a1F600000042Jc9","Food world news","a1G6000000DoQRn","Foodworldnews.com - Canada Exclusive","0","Web"
"SI-0948","AppNexus","1","SA-2245","1","AppNexus","Model 1","CAD","","75","1","392382","1918260","-","Redux Media Inc.","Rep House Exclusive","0016000000gmLwz","33 universal","Active","a1F600000042JcA","Franchise herald","a1G6000000DoQRo","Franchiseherald.com - Canada Exclusive","0","Web"
"SI-0949","AppNexus","1","SA-2246","1","AppNexus","Model 1","CAD","","75","1","392382","1918286","-","Redux Media Inc.","Rep House Exclusive","0016000000gmLwz","33 universal","Active","a1F600000042JcB","Ischool Guide","a1G6000000DoQRp","ISchoolGuide.com - Canada Exclusive","0","Web"
"SI-0950","AppNexus","1","SA-2247","1","AppNexus","Model 1","CAD","","75","1","392382","1918332","-","Redux Media Inc.","Rep House Exclusive","0016000000gmLwz","33 universal","Active","a1F600000042JcC","Jobsnhire","a1G6000000DoQRq","Jobsnhire.com - Canada Exclusive","0","Web"
"SI-0951","AppNexus","1","SA-2248","1","AppNexus","Model 1","CAD","","75","1","392382","1918367","-","Redux Media Inc.","Rep House Exclusive","0016000000gmLwz","33 universal","Active","a1F600000042JcD","KDramaStars","a1G6000000DoQRr","KDramaStars.com - Canada Exclusive","0","Web"
"SI-0952","AppNexus","1","SA-2249","1","AppNexus","Model 1","CAD","","75","1","392382","1918391","-","Redux Media Inc.","Rep House Exclusive","0016000000gmLwz","33 universal","Active","a1F600000042JcE","Latin One","a1G6000000DoQRs","LatinOne.com - Canada Exclusive","0","Web"
"SI-0953","AppNexus","1","SA-2250","1","AppNexus","Model 1","CAD","","75","1","392382","1918401","-","Redux Media Inc.","Rep House Exclusive","0016000000gmLwz","33 universal","Active","a1F600000042JcF","Latinos Health","a1G6000000DoQRt","LatinosHealth.com - Canada Exclusive","0","Web"
"SI-0954","AppNexus","1","SA-2251","1","AppNexus","Model 1","CAD","","75","1","392382","1918410","-","Redux Media Inc.","Rep House Exclusive","0016000000gmLwz","33 universal","Active","a1F600000042JcG","Lawyer herald","a1G6000000DoQRu","Lawyerherald.com - Canada Exclusive","0","Web"
"SI-0955","AppNexus","1","SA-2252","1","AppNexus","Model 1","CAD","","75","1","392382","1918444","-","Redux Media Inc.","Rep House Exclusive","0016000000gmLwz","33 universal","Active","a1F600000042JcH","Music times","a1G6000000DoQRv","Musictimes.com - Canada Exclusive","0","Web"
"SI-0956","AppNexus","1","SA-2253","1","AppNexus","Model 1","CAD","","75","1","392382","1918451","-","Redux Media Inc.","Rep House Exclusive","0016000000gmLwz","33 universal","Active","a1F600000042JcI","Nature world news","a1G6000000DoQRw","Natureworldnews.com - Canada Exclusive","0","Web"
"SI-0957","AppNexus","1","SA-2254","1","AppNexus","Model 1","CAD","","75","1","392382","1918465","-","Redux Media Inc.","Rep House Exclusive","0016000000gmLwz","33 universal","Active","a1F600000042JcJ","News everyday","a1G6000000DoQRx","Newseveryday.com - Canada Exclusive","0","Web"
"SI-0958","AppNexus","1","SA-2255","1","AppNexus","Model 1","CAD","","75","1","392382","1923968","-","Redux Media Inc.","Rep House Exclusive","0016000000gmLwz","33 universal","Active","a1F600000042JcK","Parent herald","a1G6000000DoQRy","Parentherald.com - Canada Exclusive","0","Web"
"SI-0959","AppNexus","1","SA-2256","1","AppNexus","Model 1","CAD","","75","1","392382","1924609","-","Redux Media Inc.","Rep House Exclusive","0016000000gmLwz","33 universal","Active","a1F600000042JcL","Realty today","a1G6000000DoQRz","Realtytoday.com - Canada Exclusive","0","Web"
"SI-0960","AppNexus","1","SA-2259","1","AppNexus","Model 1","CAD","","75","1","392382","1928522","-","Redux Media Inc.","Rep House Exclusive","0016000000gmLwz","33 universal","Active","a1F600000042JcM","University herald","a1G6000000DoQS2","Universityherald.com - Canada Exclusive","0","Web"
"SI-0961","AppNexus","1","SA-2260","1","AppNexus","Model 1","CAD","","75","1","392382","1929867","-","Redux Media Inc.","Rep House Exclusive","0016000000gmLwz","33 universal","Active","a1F600000042JcN","VCpost","a1G6000000DoQS3","VCpost.com - Canada Exclusive","0","Web"
"SI-0962","AppNexus","1","SA-2261","1","AppNexus","Model 1","CAD","","75","1","392382","1930510","-","Redux Media Inc.","Rep House Exclusive","0016000000gmLwz","33 universal","Active","a1F600000042JcO","Youthhealthmag","a1G6000000DoQS4","Youthhealthmag.com - Canada Exclusive","0","Web"
"SI-0387","DFP","1","SA-1355","1","AppNexus","Model 1","USD","","70","1","334236","643977","","Redux Media Inc.","Remnant","00160000019xbHH","Actiplay","Active","a1F60000004Czsa","kadogagnant","a1G6000000DP3ia","Kadogagnant.ca - Canada Exclusive","0","Web"
"SI-0387","DFP","1","SA-1354","1","AppNexus","Model 1","USD","","70","1","334236","1209090","","Redux Media Inc.","Remnant","00160000019xbHH","Actiplay","Active","a1F60000004Czsa","kadogagnant","a1G6000000DP3iZ","Kadogagnant.ca - Canada Exclusive","0","Web"
"SI-0387","DFP","1","SA-0791","0","DFP","Model 1","USD","","70","1","334236","76897485","-","Redux Media Inc.","Remnant","00160000019xbHH","Actiplay","Active","a1F60000004Czsa","kadogagnant","a1G6000000DP3Yv","zzz.tc.fr.rh.redux.kadogagnant","0","Web"
"SI-0387","DFP","1","SA-0790","1","DFP","Model 1","USD","","70","1","334236","92036685","-","Redux Media Inc.","Remnant","00160000019xbHH","Actiplay","Active","a1F60000004Czsa","kadogagnant","a1G6000000DP3Yu","tc.fr.rh.redux.actiplay.kadogagnant","0","Web"
"SI-0388","DFP","1","SA-1358","1","AppNexus","Model 1","USD","","70","1","334236","936878","","Redux Media Inc.","Remnant","00160000019xbHH","Actiplay","Active","a1F60000004Czsb","Tout a coup","a1G6000000DP3id","toutacoup.ca - Canada Exclusive","0","Web"
"SI-0388","DFP","1","SA-1357","1","AppNexus","Model 1","USD","","70","1","334236","1380231","","Redux Media Inc.","Remnant","00160000019xbHH","Actiplay","Active","a1F60000004Czsb","Tout a coup","a1G6000000DP3ic","Toutacoup.ca","0","Web"
"SI-0388","DFP","1","SA-0793","1","DFP","Model 1","USD","","70","1","334236","83842485","-","Redux Media Inc.","Remnant","00160000019xbHH","Actiplay","Active","a1F60000004Czsb","Tout a coup","a1G6000000DP3Yx","tc.fr.rh.redux.mastodonte.toutacoup","0","Web"
"SI-0388","DFP","1","SA-0792","1","DFP","Model 1","USD","","70","1","334236","97469685","-","Redux Media Inc.","Remnant","00160000019xbHH","Actiplay","Active","a1F60000004Czsb","Tout a coup","a1G6000000DP3Yw","tc.fr.rh.redux.actiplay.toutacoup","0","Web"
"SI-0389","DFP","1","SA-1360","1","AppNexus","Model 1","USD","","70","1","334236","881511","","Redux Media Inc.","Remnant","00160000019xbHH","Actiplay","Active","a1F60000004Czsc","Wannawin","a1G6000000DP3if","wannawin.ca - Canada Exclusive","0","Web"
"SI-0389","DFP","1","SA-1359","1","AppNexus","Model 1","USD","","70","1","334236","1380240","","Redux Media Inc.","Remnant","00160000019xbHH","Actiplay","Active","a1F60000004Czsc","Wannawin","a1G6000000DP3ie","Wannawin.ca","0","Web"
"SI-0389","DFP","1","SA-0795","1","DFP","Model 1","USD","","70","1","334236","83117445","-","Redux Media Inc.","Remnant","00160000019xbHH","Actiplay","Active","a1F60000004Czsc","Wannawin","a1G6000000DP3Yz","tc.en.rh.redux.wannawin","0","Web"
"SI-0389","DFP","1","SA-0794","1","DFP","Model 1","USD","","70","1","334236","97435245","-","Redux Media Inc.","Remnant","00160000019xbHH","Actiplay","Active","a1F60000004Czsc","Wannawin","a1G6000000DP3Yy","tc.en.rh.redux.actiplay.wannawin","0","Web"
"SI-0708","AppNexus","1","SA-1906","1","AppNexus","Model 1","USD","","70","1","368279","706616","","Redux Media Inc.","Rep House Exclusive","0016000000zJNCr","Ads on 5th","Inactive","a1F60000004D831","mylocalsportsteam.com","a1G6000000DP6R4","mylocalsportsteam.com - RON - Canada Exclusive","0","Web"
"SI-0390","DFP","1","SA-1365","1","AppNexus","Model 1","USD","","80","1","323189","621261","","Redux Media Inc.","Remnant Exclusive","0016000000suMK1","ADVFN","Inactive","a1F60000004Czsd","investorshub","a1G6000000DP3ik","Passback - InvestorsHub.advfn.com","1","Web"
"SI-0390","DFP","1","SA-1364","1","AppNexus","Model 1","USD","","80","1","323189","621260","","Redux Media Inc.","Remnant Exclusive","0016000000suMK1","ADVFN","Inactive","a1F60000004Czsd","investorshub","a1G6000000DP3ij","Passback - advfn.com","1","Web"
"SI-0390","DFP","1","SA-1363","1","AppNexus","Model 1","USD","","80","1","323189","621255","","Redux Media Inc.","Remnant Exclusive","0016000000suMK1","ADVFN","Inactive","a1F60000004Czsd","investorshub","a1G6000000DP3ii","investorshub.advfn.com - Canada Exclusive","0","Web"
"SI-0390","DFP","1","SA-1362","1","AppNexus","Model 1","USD","","80","1","323189","621252","","Redux Media Inc.","Remnant Exclusive","0016000000suMK1","ADVFN","Inactive","a1F60000004Czsd","investorshub","a1G6000000DP3ih","advfn.com - Canada Exclusive","0","Web"
"SI-0390","DFP","1","SA-0796","1","DFP","Model 1","USD","","80","1","323189","70813965","-","Redux Media Inc.","Remnant Exclusive","0016000000suMK1","ADVFN","Inactive","a1F60000004Czsd","investorshub","a1G6000000DP3Z0","tc.en.rh.redux.advfn.investorshub","0","Web"
"SI-0709","AppNexus","1","SA-1907","1","AppNexus","Model 1","CAD","","70","1","334370","644195","","Redux Media Inc.","Remnant Exclusive","0016000000y5pKu","Alt Press","Inactive","a1F60000004D836","Altpress.com","a1G6000000DP6R5","Altpress.com - Canada Exclusive","0","Web"
"SI-0661","DFP","1","SA-0798","1","DFP","Model 1","CAD","","70","1","615117","98155725","-","Redux Media Inc.","Rep House Exclusive","0016000001B3Ewr","AMC Networks","Active","a1F60000004Czxo","IFC","a1G6000000DP3Z2","tc.en.rh.redux.amcnetwork.IFC","0","Web"
"SI-0661","DFP","1","SA-1547","1","AppNexus","Model 1","CAD","","70","1","615117","1439539","","Redux Media Inc.","Rep House Exclusive","0016000001B3Ewr","AMC Networks","Active","a1F60000004Czxo","IFC","a1G6000000DP3lg","Passback - IFC.com","1","Web"
"SI-0661","DFP","1","SA-1546","1","AppNexus","Model 1","CAD","","70","1","615117","1385371","","Redux Media Inc.","Rep House Exclusive","0016000001B3Ewr","AMC Networks","Active","a1F60000004Czxo","IFC","a1G6000000DP3lf","IFC.com - Canada Exclusive","0","Web"
"SI-0391","DFP","1","SA-1370","1","AppNexus","Model 1","CAD","","70","1","615117","1439538","","Redux Media Inc.","Rep House Exclusive","0016000001B3Ewr","AMC Networks","Active","a1F60000004Czse","amc","a1G6000000DP3ip","Passback - AMC.com","1","Web"
"SI-0391","DFP","1","SA-1369","1","AppNexus","Model 1","CAD","","70","1","615117","1385362","","Redux Media Inc.","Rep House Exclusive","0016000001B3Ewr","AMC Networks","Active","a1F60000004Czse","amc","a1G6000000DP3io","AMC.com  - Canada Exclusive","0","Web"
"SI-0391","DFP","1","SA-0797","1","DFP","Model 1","CAD","","70","1","615117","98155605","-","Redux Media Inc.","Rep House Exclusive","0016000001B3Ewr","AMC Networks","Active","a1F60000004Czse","amc","a1G6000000DP3Z1","tc.en.rh.redux.amcnetwork.amc","0","Web"
"SI-0393","DFP","1","SA-1373","1","AppNexus","Model 1","CAD","","70","1","615117","1385377","","Redux Media Inc.","Rep House Exclusive","0016000001B3Ewr","AMC Networks","Active","a1F60000004Czsg","sundance","a1G6000000DP3is","Sundance.tv  - Canada Exclusive","0","Web"
"SI-0393","DFP","1","SA-1372","1","AppNexus","Model 1","CAD","","70","1","615117","1439542","","Redux Media Inc.","Rep House Exclusive","0016000001B3Ewr","AMC Networks","Active","a1F60000004Czsg","sundance","a1G6000000DP3ir","Passback - Sundance.tv","1","Web"
"SI-0393","DFP","1","SA-0799","1","DFP","Model 1","CAD","","70","1","615117","98155845","-","Redux Media Inc.","Rep House Exclusive","0016000001B3Ewr","AMC Networks","Active","a1F60000004Czsg","sundance","a1G6000000DP3Z3","tc.en.rh.redux.amcnetwork.sundance","0","Web"
"SI-0394","DFP","1","SA-1376","1","AppNexus","Model 1","CAD","","70","1","615117","1385381","","Redux Media Inc.","Rep House Exclusive","0016000001B3Ewr","AMC Networks","Active","a1F60000004Czsh","wetv","a1G6000000DP3iv","WEtv.com - Canada Exclusive","0","Web"
"SI-0394","DFP","1","SA-1375","1","AppNexus","Model 1","CAD","","70","1","615117","1439546","","Redux Media Inc.","Rep House Exclusive","0016000001B3Ewr","AMC Networks","Active","a1F60000004Czsh","wetv","a1G6000000DP3iu","Passback - WEtv.com","1","Web"
"SI-0394","DFP","1","SA-0800","1","DFP","Model 1","CAD","","70","1","615117","98155965","-","Redux Media Inc.","Rep House Exclusive","0016000001B3Ewr","AMC Networks","Active","a1F60000004Czsh","wetv","a1G6000000DP3Z4","tc.en.rh.redux.amcnetwork.wetv","0","Web"
"SI-0834","AppNexus","0","SA-1908","1","AppNexus","Songza (100% < Min CPM, Rev Share > Min CPM)","USD","1.00","70","1","371333","776323","","Redux Media Inc.","Rep House Exclusive","0016000000PpSm1","American Media","Inactive","a1F60000004D8Da","General","a1G6000000DP6R6","Passback - American Media","1","Web"
"SI-0395","DFP","0","SA-1378","1","AppNexus","Songza (100% < Min CPM, Rev Share > Min CPM)","USD","1.00","70","1","371333","718734","","Redux Media Inc.","Rep House Exclusive","0016000000PpSm1","American Media","Inactive","a1F60000004Czsi","countryweekly","a1G6000000DP3ix","countryweekly.com - Canada Exclusive","0","Web"
"SI-0395","DFP","0","SA-0801","1","DFP","Songza (100% < Min CPM, Rev Share > Min CPM)","USD","1.00","70","1","371333","78568725","-","Redux Media Inc.","Rep House Exclusive","0016000000PpSm1","American Media","Inactive","a1F60000004Czsi","countryweekly","a1G6000000DP3Z5","tc.en.rh.redux.americanmedia.countryweekly","0","Web"
"SI-0396","DFP","0","SA-1380","1","AppNexus","Songza (100% < Min CPM, Rev Share > Min CPM)","USD","1.00","70","1","371333","718757","","Redux Media Inc.","Rep House Exclusive","0016000000PpSm1","American Media","Inactive","a1F60000004Czsj","fitpregnancy","a1G6000000DP3iz","fitpregnancy.com - Canada Exclusive","0","Web"
"SI-0396","DFP","0","SA-0802","1","DFP","Songza (100% < Min CPM, Rev Share > Min CPM)","USD","1.00","70","1","371333","78569205","-","Redux Media Inc.","Rep House Exclusive","0016000000PpSm1","American Media","Inactive","a1F60000004Czsj","fitpregnancy","a1G6000000DP3Z6","tc.en.rh.redux.americanmedia.fitpregnancy","0","Web"
"SI-0397","DFP","0","SA-1382","1","AppNexus","Songza (100% < Min CPM, Rev Share > Min CPM)","USD","1.00","70","1","371333","718778","","Redux Media Inc.","Rep House Exclusive","0016000000PpSm1","American Media","Inactive","a1F60000004Czsk","flexonline","a1G6000000DP3j1","Flexonline.com - Canada Exclusive","0","Web"
"SI-0397","DFP","0","SA-0803","1","DFP","Songza (100% < Min CPM, Rev Share > Min CPM)","USD","1.00","70","1","371333","78569565","-","Redux Media Inc.","Rep House Exclusive","0016000000PpSm1","American Media","Inactive","a1F60000004Czsk","flexonline","a1G6000000DP3Z7","tc.en.rh.redux.americanmedia.flexonline","0","Web"
"SI-0398","DFP","0","SA-1384","1","AppNexus","Songza (100% < Min CPM, Rev Share > Min CPM)","USD","1.00","70","1","371333","718850","","Redux Media Inc.","Rep House Exclusive","0016000000PpSm1","American Media","Inactive","a1F60000004Czsl","globemagazine","a1G6000000DP3j3","globemagazine.com - Canada Exclusive","0","Web"
"SI-0398","DFP","0","SA-0804","1","DFP","Songza (100% < Min CPM, Rev Share > Min CPM)","USD","1.00","70","1","371333","78569685","-","Redux Media Inc.","Rep House Exclusive","0016000000PpSm1","American Media","Inactive","a1F60000004Czsl","globemagazine","a1G6000000DP3Z8","tc.en.rh.redux.americanmedia.globemagazine","0","Web"
"SI-0399","DFP","0","SA-1386","1","AppNexus","Songza (100% < Min CPM, Rev Share > Min CPM)","USD","1.00","70","1","371333","718857","","Redux Media Inc.","Rep House Exclusive","0016000000PpSm1","American Media","Inactive","a1F60000004Czsm","mensfitness","a1G6000000DP3j5","mensfitness.com - Canada Exclusive","0","Web"
"SI-0399","DFP","0","SA-0805","1","DFP","Songza (100% < Min CPM, Rev Share > Min CPM)","USD","1.00","70","1","371333","78569805","-","Redux Media Inc.","Rep House Exclusive","0016000000PpSm1","American Media","Inactive","a1F60000004Czsm","mensfitness","a1G6000000DP3Z9","tc.en.rh.redux.americanmedia.mensfitness","0","Web"
"SI-0400","DFP","0","SA-1389","1","AppNexus","Songza (100% < Min CPM, Rev Share > Min CPM)","USD","1.00","70","1","371333","1497152","","Redux Media Inc.","Rep House Exclusive","0016000000PpSm1","American Media","Inactive","a1F60000004Czsn","muscleandfitness","a1G6000000DP3j8","Passback - American Media - MensFitness","1","Web"
"SI-0400","DFP","0","SA-1388","1","AppNexus","Songza (100% < Min CPM, Rev Share > Min CPM)","USD","1.00","70","1","371333","718861","","Redux Media Inc.","Rep House Exclusive","0016000000PpSm1","American Media","Inactive","a1F60000004Czsn","muscleandfitness","a1G6000000DP3j7","muscleandfitness.com - Canada Exclusive","0","Web"
"SI-0400","DFP","0","SA-0807","0","DFP","Songza (100% < Min CPM, Rev Share > Min CPM)","USD","1.00","70","1","371333","78238125","-","Redux Media Inc.","Rep House Exclusive","0016000000PpSm1","American Media","Inactive","a1F60000004Czsn","muscleandfitness","a1G6000000DP3ZB","zzz.tc.en.rh.americanmedia.muscleandfitness","0","Web"
"SI-0400","DFP","0","SA-0806","1","DFP","Songza (100% < Min CPM, Rev Share > Min CPM)","USD","1.00","70","1","371333","78569925","-","Redux Media Inc.","Rep House Exclusive","0016000000PpSm1","American Media","Inactive","a1F60000004Czsn","muscleandfitness","a1G6000000DP3ZA","tc.en.rh.redux.americanmedia.muscleandfitness","0","Web"
"SI-0401","DFP","0","SA-1392","1","AppNexus","Songza (100% < Min CPM, Rev Share > Min CPM)","USD","1.00","70","1","371333","1153746","","Redux Media Inc.","Rep House Exclusive","0016000000PpSm1","American Media","Inactive","a1F60000004Czso","muscleandfitnesshers","a1G6000000DP3jB","Passback - American Media - MuscleAndFitness.com","1","Web"
"SI-0401","DFP","0","SA-1391","1","AppNexus","Songza (100% < Min CPM, Rev Share > Min CPM)","USD","1.00","70","1","371333","718870","","Redux Media Inc.","Rep House Exclusive","0016000000PpSm1","American Media","Inactive","a1F60000004Czso","muscleandfitnesshers","a1G6000000DP3jA","muscleandfitnesshers.com - Canada Exclusive","0","Web"
"SI-0401","DFP","0","SA-0809","0","DFP","Songza (100% < Min CPM, Rev Share > Min CPM)","USD","1.00","70","1","371333","78238245","-","Redux Media Inc.","Rep House Exclusive","0016000000PpSm1","American Media","Inactive","a1F60000004Czso","muscleandfitnesshers","a1G6000000DP3ZD","zzz.tc.en.rh.americanmedia.muscleandfitnesshers","0","Web"
"SI-0401","DFP","0","SA-0808","1","DFP","Songza (100% < Min CPM, Rev Share > Min CPM)","USD","1.00","70","1","371333","78570045","-","Redux Media Inc.","Rep House Exclusive","0016000000PpSm1","American Media","Inactive","a1F60000004Czso","muscleandfitnesshers","a1G6000000DP3ZC","tc.en.rh.redux.americanmedia.muscleandfitnesshers","0","Web"
"SI-0402","DFP","0","SA-1394","1","AppNexus","Songza (100% < Min CPM, Rev Share > Min CPM)","USD","1.00","70","1","371333","718884","","Redux Media Inc.","Rep House Exclusive","0016000000PpSm1","American Media","Inactive","a1F60000004Czsp","National Enquirer","a1G6000000DP3jD","nationalenquirer.com - Canada Exclusive","0","Web"
"SI-0402","DFP","0","SA-0810","1","DFP","Songza (100% < Min CPM, Rev Share > Min CPM)","USD","1.00","70","1","371333","78570165","-","Redux Media Inc.","Rep House Exclusive","0016000000PpSm1","American Media","Inactive","a1F60000004Czsp","National Enquirer","a1G6000000DP3ZE","tc.en.rh.redux.americanmedia.nationalenquirer","0","Web"
"SI-0403","DFP","0","SA-1396","1","AppNexus","Songza (100% < Min CPM, Rev Share > Min CPM)","USD","1.00","70","1","371333","718893","","Redux Media Inc.","Rep House Exclusive","0016000000PpSm1","American Media","Inactive","a1F60000004Czsq","naturalhealthmag","a1G6000000DP3jF","naturalhealthmag.com - Canada Exclusive","0","Web"
"SI-0403","DFP","0","SA-0811","1","DFP","Songza (100% < Min CPM, Rev Share > Min CPM)","USD","1.00","70","1","371333","78570285","-","Redux Media Inc.","Rep House Exclusive","0016000000PpSm1","American Media","Inactive","a1F60000004Czsq","naturalhealthmag","a1G6000000DP3ZF","tc.en.rh.redux.americanmedia.naturalhealthmag","0","Web"
